8665.0 8958.0 10.0
8958.0 8961.0 11.25
8961.0 8970.0 22.5
8970.0 27821.0 22.5
27821.0 30749.0 22.5
30749.0 30848.0 2.5
30848.0 31923.0 1.75
31923.0 33166.0 1.75
33166.0 33493.0 2.25
33493.0 33660.0 22.5
33660.0 33794.0 25.0
33794.0 34162.0 2.5
34162.0 35836.0 0.25
35836.0 36527.0 1.75
36527.0 40815.0 17.5
40815.0 1.0 1.0
